,Time,User,Tweet
87,2022-10-13 03:30:38+00:00,zonnasaranghemz,"버즈와 한몸이 된나 ,
하지만 그런만큼 버즈를 소독제로 개벅벅 닦습니다
안심하세여~~"
88,2022-10-13 02:53:52+00:00,the_secret_kbot,"감사하는 마음은 백신이며, 해독제이며, 소독제다.
-존 헨리 조웻"
89,2022-10-13 01:25:49+00:00,wellness_ssj,"RT @nocutnews: 온라인에 공유된 수많은 동영상에는 당국이 거주자의 집 내부 벽, 가구, 침구 및 냉장고 내부에 소독제를 뿌리는 모습이 담겼으며 주민들은 분무기가 장착된 비행기가 도시를 자주 비행했다고 말한 것으로 알려지고 있다.

http…"
90,2022-10-12 15:25:40+00:00,8_Meng_3,나 사실 쿼뤄나 이후로.. 한번도 놀러간 적이 없었는데 지금은 오히려 사람들이 너무 많이 걸려서 어느정도 면역 생긴 상태라 그냥 좀 나감.. 물론 손이 틀 정도로 손을 자주 씻으며 늘 소독제를 구비하고 모든 걸 다 소독하지만...ㅋ...
91,2022-10-12 14:45:58+00:00,ifumbledup,@joing_jojoing_ 전 그럴 때 집에 들어가자마자 손소독해서 술냄새를 소독제냄새로 가려요 그리고 화장실에 가서 손씻는척 세수 존나하고 방에 가서 아 피곤하네~ 크게 말하고 이불 뒤집어쓴뒤 트위터하세요
92,2022-10-12 14:12:59+00:00,Blue_JM1013,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
93,2022-10-12 12:59:06+00:00,lovelyjm_10_13,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
94,2022-10-12 12:41:40+00:00,JKILOVEYOU901_3,@nana_yen_ 보조배터리 물 옷 미밤 미밤건전지 상비약 머리끈 추우면 핫팩 마스크 소독제 신분증 멤버쉽 카드 휴지나 물티슈 비오면 우산
95,2022-10-12 12:36:33+00:00,hing__T_T,@play_ya_ 왼쪽 허벅지 안쪽에 붉게 뾰루지 올라와서 병원갔는데 다행히 진드기나 그런건 아니고 어디 부딪치거나 상처 자국? 같다고 소독제랑 연고 받음
96,2022-10-12 12:22:15+00:00,imsseu1,"트위터야 안녕
조만간 술에 소독제를 탈거야
후기는 다음에 적어둘게"
97,2022-10-12 11:54:49+00:00,zeptospace,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
98,2022-10-12 11:44:23+00:00,JM1013_BTS613,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
99,2022-10-12 11:42:28+00:00,moonsungeun,"아니예요, 아니예요, 
손 소독제에 입맛다시는거 아니예요..

#여장 #시디 #crossdresser #女装 #男の娘 https://t.co/1oS1AwJd4u"
100,2022-10-12 11:37:11+00:00,dlslee70,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
101,2022-10-12 11:23:48+00:00,NEVERMIND0424,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
102,2022-10-12 11:22:24+00:00,jmjms13,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
103,2022-10-12 11:20:47+00:00,myjimin_mylover,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
104,2022-10-12 11:20:34+00:00,haessala13,"RT @jimin_thejimin: 울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀…"
105,2022-10-12 11:15:13+00:00,jimin_thejimin,"울 푸짤님😘
@Blue_JM1013 
이벵선물 잘 도착했으요☺️
울 치미에게도 생파 드레스가 생겼네용😁
낼 지민이생파때 요리 코디하고
같이 가것슴다😚
다정한 편지에 카오스 소독제까지👍
최곱니당💛 낼 우리 잼나게 놀아봐용 저두 알라뷰😘

#ThankYouJiminFor
지민아 고마워
#JIMIN #지민 https://t.co/rDp0lkjkn9"
106,2022-10-12 09:54:15+00:00,akdor_08,@flower_bts1013 그거 잘못하면 감염되요..!! 저는 얼굴 물렷을때 바로 응급실 갔어요ㅠ 편의점 알바중이시면 소독제 있죠? 그거라도 사서 지금 당장 소독하세요 진짜
107,2022-10-12 05:09:37+00:00,ccol____,"*언니네트워크 및 연대단체 회원은 할인가에 입금해주시면 됩니다
*10월 23일 (일) 자정까지 취소 연락을 주신 경우에만 환불이 가능합니다
*원활한 진행을 위해 행사 시작 15분 전까지 입장해주시면 감사하겠습니다
*행사장에 손 소독제가 준비되어 있습니다. 마스크 착용 후 참석해주시기 바랍니다"
108,2022-10-12 05:05:18+00:00,cybergoiroi,탬버린즈 손소독제 어떤향은 ㄱㅊ은데 또 어떤향은 존니 독해서 손소독하고 밥먹으면 소독제도 같이 먹는 늭낌남
109,2022-10-12 04:39:33+00:00,Daniell45530055,"577793
파주글래머
밀양기사
연기군글래머
런던
안성시
이마트24
성주군알바
성주군유부녀
양주미용샵
영천코로나
경산시헬스장
강원캠핑장
집순이
스타일링
함안군횟집
유아소독제 https://t.co/F5UOIqzsUs"
